# Pathway	La100_cat_Coverage	La101_cat_Coverage	La102_cat_Coverage	La103_cat_Coverage	La104_cat_Coverage	La105_cat_Coverage	La106_cat_Coverage	La107_cat_Coverage	La108_cat_Coverage	La109_cat_Coverage	La110_cat_Coverage	La111_cat_Coverage	La112_cat_Coverage	La113_cat_Coverage	La114_cat_Coverage	La115_cat_Coverage	La116_cat_Coverage	La117_cat_Coverage	La118_cat_Coverage	La119_cat_Coverage	La120_cat_Coverage	La121_cat_Coverage	La122_cat_Coverage	La123_cat_Coverage	La124_cat_Coverage	La34_cat_Coverage	La35_cat_Coverage	La36_cat_Coverage	La37_cat_Coverage	La38_cat_Coverage	La39_cat_Coverage	La40_cat_Coverage	La41_cat_Coverage	La42_cat_Coverage	La43_cat_Coverage	La44_cat_Coverage	La46_cat_Coverage	La47_cat_Coverage	La48_cat_Coverage	La49_cat_Coverage	La51_cat_Coverage	La52_cat_Coverage	La53_cat_Coverage	La55_cat_Coverage	La56_cat_Coverage	La57_cat_Coverage	La58_cat_Coverage	La59_cat_Coverage	La60_cat_Coverage	La61_cat_Coverage	La62_cat_Coverage	La63_cat_Coverage	La64_cat_Coverage	La65_cat_Coverage	La66_cat_Coverage	La67_cat_Coverage	La69_cat_Coverage	La70_cat_Coverage	La74_cat_Coverage	La75_cat_Coverage	La76_cat_Coverage	La78_cat_Coverage	La79_cat_Coverage	La80_cat_Coverage	La81_cat_Coverage	La82_cat_Coverage	La83_cat_Coverage	La84_cat_Coverage	La85_cat_Coverage	La86_cat_Coverage	La87_cat_Coverage	La88_cat_Coverage	La90_cat_Coverage	La91_cat_Coverage	La92_cat_Coverage	La93_cat_Coverage	La94_cat_Coverage	La95_cat_Coverage	La96_cat_Coverage	La97_cat_Coverage	La99_cat_Coverage	Lasse20_cat_Coverage	Lasse25_cat_Coverage	Lasse9_cat_Coverage
UNINTEGRATED|g__Collinsella.s__Collinsella_aerofaciens	0	0	0	0	0	0	1.0000000000	1.0000000000	1.0000000000	0	0	0	1.0000000000	1.0000000000	1.0000000000	0	0	1.0000000000	1.0000000000	0	0	1.0000000000	1.0000000000	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	1.0000000000	0	1.0000000000	0	0	0	1.0000000000	1.0000000000	0	0	1.0000000000	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	1.0000000000	1.0000000000	1.0000000000	0	0	0
UNINTEGRATED|g__Collinsella.s__Collinsella_stercoris	0	0	0	0	0	0	0	0	0	1.0000000000	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Coprobacter.s__Coprobacter_fastidiosus	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Cutibacterium.s__Cutibacterium_acnes	0	0	0	0	0	0	1.0000000000	0	0	0	0	1.0000000000	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	1.0000000000	0	1.0000000000	0	0	0	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	1.0000000000	0	0	0	1.0000000000	0	1.0000000000	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Dermacoccus.s__Dermacoccus_nishinomiyaensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Dialister.s__Dialister_pneumosintes	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0
UNINTEGRATED|g__Dorea.s__Dorea_formicigenerans	1.0000000000	0	0	0	0	0	1.0000000000	0	0	0	0	0	1.0000000000	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	1.0000000000	0	0	0	0	0
UNINTEGRATED|g__Dorea.s__Dorea_longicatena	0	0	0	1.0000000000	0	0	0	0	0	0	1.0000000000	0	1.0000000000	1.0000000000	1.0000000000	0	0	1.0000000000	1.0000000000	0	0	0	0	0	0	1.0000000000	0	0	0	0	1.0000000000	0	0	0	1.0000000000	0	1.0000000000	0	1.0000000000	0	0	0	0	0	1.0000000000	0	0	1.0000000000	1.0000000000	0	0	0	0	1.0000000000	0	0	0	1.0000000000	0	1.0000000000	1.0000000000	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	1.0000000000
UNINTEGRATED|g__Eggerthella.s__Eggerthella_lenta	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Escherichia.s__Escherichia_albertii	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Escherichia.s__Escherichia_coli	1.0000000000	1.0000000000	1.0000000000	0	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0	0	1.0000000000	0	0	1.0000000000	0	0	1.0000000000	0	1.0000000000	1.0000000000	1.0000000000	0	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0	1.0000000000	1.0000000000	1.0000000000	0	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0	1.0000000000	0	0	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0	0	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0	0	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0	0	0
UNINTEGRATED|g__Escherichia.s__Escherichia_fergusonii	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Escherichia.s__Escherichia_marmotae	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Eubacterium.s__Eubacterium_ramulus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0
UNINTEGRATED|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	1.0000000000	0	0	1.0000000000	0	0	1.0000000000	0	0	0	0	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0	0	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0	1.0000000000	1.0000000000	1.0000000000	0	0	0	0	1.0000000000	1.0000000000	1.0000000000	0	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0	1.0000000000	1.0000000000	0	1.0000000000	1.0000000000	0	0	0	1.0000000000	0	1.0000000000	0	1.0000000000	0	0	0	1.0000000000	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	1.0000000000	1.0000000000	0	1.0000000000	0	0	1.0000000000
UNINTEGRATED|g__Flavonifractor.s__Flavonifractor_plautii	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	1.0000000000	0	0	0	0
UNINTEGRATED|g__Fretibacterium.s__Fretibacterium_fastidiosum	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Fusobacterium.s__Fusobacterium_hwasookii	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	1.0000000000	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0
UNINTEGRATED|g__Fusobacterium.s__Fusobacterium_necrophorum	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Fusobacterium.s__Fusobacterium_nucleatum	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	1.0000000000	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0
UNINTEGRATED|g__Fusobacterium.s__Fusobacterium_periodonticum	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0
UNINTEGRATED|g__Gemella.s__Gemella_haemolysans	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0
UNINTEGRATED|g__Gemella.s__Gemella_morbillorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	1.0000000000	1.0000000000	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Gemella.s__Gemella_sanguinis	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Gordonibacter.s__Gordonibacter_pamelaeae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0
UNINTEGRATED|g__Granulicatella.s__Granulicatella_adiacens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0
UNINTEGRATED|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Hungatella.s__Hungatella_hathewayi	0	0	0	0	0	0	1.0000000000	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Intestinibacter.s__Intestinibacter_bartlettii	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0
UNINTEGRATED|g__Intestinimonas.s__Intestinimonas_butyriciproducens	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Klebsiella.s__Klebsiella_michiganensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0
UNINTEGRATED|g__Kocuria.s__Kocuria_rhizophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Lachnoanaerobaculum.s__Lachnoanaerobaculum_umeaense	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0
UNINTEGRATED|g__Leptotrichia.s__Leptotrichia_buccalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Leptotrichia.s__Leptotrichia_hofstadii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0
UNINTEGRATED|g__Leptotrichia.s__Leptotrichia_wadei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Megamonas.s__Megamonas_funiformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Megamonas.s__Megamonas_hypermegale	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Megasphaera.s__Megasphaera_stantonii	0	0	0	0	0	0	0	0	0	1.0000000000	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Methanobrevibacter.s__Methanobrevibacter_smithii	0	0	0	0	0	0	0	0	1.0000000000	0	1.0000000000	1.0000000000	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Micrococcus.s__Micrococcus_luteus	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Mitsuokella.s__Mitsuokella_multacida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Mycobacteroides.s__Mycobacteroides_abscessus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Odoribacter.s__Odoribacter_splanchnicus	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	1.0000000000	0	0	0	0	0	0	1.0000000000	1.0000000000	1.0000000000	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	1.0000000000	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0
UNINTEGRATED|g__Parabacteroides.s__Parabacteroides_goldsteinii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0
UNINTEGRATED|g__Parabacteroides.s__Parabacteroides_merdae	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Paracoccus.s__Paracoccus_homiensis	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Paracoccus.s__Paracoccus_pantotrophus	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Paracoccus.s__Paracoccus_yeei	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Paracoccus.s__Paracoccus_zhejiangensis	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Parvimonas.s__Parvimonas_micra	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	1.0000000000	0	0	1.0000000000	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0
UNINTEGRATED|g__Peptoniphilus.s__Peptoniphilus_harei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Peptoniphilus.s__Peptoniphilus_lacrimalis	0	0	0	0	0	0	1.0000000000	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Peptostreptococcus.s__Peptostreptococcus_anaerobius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
